Feature,TP,FP,TN,FN,p value
C5orf38,2,3,268,106,0.6259562380909157
C5orf42,6,4,267,102,0.03518694736929783
C5orf51,2,1,270,106,0.19663040989578395
C5orf54,1,2,269,107,1.0
C6ORF165,2,1,270,106,0.19663040989578395
C6,3,0,271,105,0.02267989493900613
C6orf106,4,2,269,104,0.05768394776160528
C6orf118,1,2,269,107,1.0
C6orf120,6,2,269,102,0.007949338221575309
C6orf195,2,4,267,106,1.0
C6orf203,0,3,268,108,0.5610594482397786
C6orf211,5,4,267,103,0.12595822597585074
C6orf222,1,2,269,107,1.0
C6orf52,1,2,269,107,1.0
C6orf89,3,3,268,105,0.35852494949639074
C7,2,1,270,106,0.19663040989578395
C7orf25,2,1,270,106,0.19663040989578395
C7orf31,1,4,267,107,1.0
C7orf43,4,0,271,104,0.006333481299458567
C7orf55,2,1,270,106,0.19663040989578395
C7orf57,0,2,269,108,1.0
C7orf60,3,8,263,105,1.0
C7orf62,1,2,269,107,1.0
C8B,0,3,268,108,0.5610594482397786
C8orf34,1,6,265,107,0.6782738872366562
C8orf48,3,2,269,105,0.14233564278051095
C8orf59,1,3,268,107,1.0
C9orf117,0,3,268,108,0.5610594482397786
C9orf131,3,1,270,105,0.07171913585768795
C9orf153,0,2,269,108,1.0
C9orf169,1,2,269,107,1.0
C9orf41,0,2,269,108,1.0
CA1,1,2,269,107,1.0
CA3,2,1,270,106,0.19663040989578395
CAAP1,3,0,271,105,0.02267989493900613
CAB39,1,2,269,107,1.0
CABLES2,4,2,269,104,0.05768394776160528
CABP1,1,3,268,107,1.0
CABS1,1,3,268,107,1.0
CABYR,1,3,268,107,1.0
CACNA1B,0,2,269,108,1.0
CACNA1C,3,11,260,105,0.7650124637165829
CACNA1D,3,9,262,105,1.0
CACNA1E,2,5,266,106,1.0
CACNA1F,1,5,266,107,0.678962439645028
CACNA1H,2,1,270,106,0.19663040989578395
CACNA1I,2,1,270,106,0.19663040989578395
CACNA2D3,3,4,267,105,0.4116721863176548
CACNG2,3,1,270,105,0.07171913585768795
CACNG3,2,3,268,106,0.6259562380909157
CACUL1,4,4,267,104,0.2317499857824026
CADM2,1,2,269,107,1.0
CADPS2,0,2,269,108,1.0
CADPS,1,2,269,107,1.0
CALCOCO1,1,2,269,107,1.0
CALCOCO2,0,2,269,108,1.0
CALM2,3,1,270,105,0.07171913585768795
CALU,2,1,270,106,0.19663040989578395
CAMK1D,1,2,269,107,1.0
CAMK2B,1,2,269,107,1.0
CAMKK1,0,2,269,108,1.0
CAMSAP2,8,5,266,100,0.011819985973294521
CAMTA2,5,5,266,103,0.15599213315520732
CANX,3,0,271,105,0.02267989493900613
CAPN12,4,1,270,104,0.024641464575757496
CAPN5,0,3,268,108,0.5610594482397786
CAPRIN2,1,4,267,107,1.0
CAPS2,2,3,268,106,0.6259562380909157
CAPZA2,4,0,271,104,0.006333481299458567
CARD10,3,1,270,105,0.07171913585768795
CARD11,4,4,267,104,0.2317499857824026
CARD8,1,1,270,107,0.4892574444026434
CASC5,1,2,269,107,1.0
CASD1,1,5,266,107,0.678962439645028
CASKIN1,3,1,270,105,0.07171913585768795
CASK,2,5,266,106,1.0
CASP5,1,1,270,107,0.4892574444026434
CASP7,4,0,271,104,0.006333481299458567
CASP8,3,11,260,105,0.7650124637165829
CASQ1,1,2,269,107,1.0
CASS4,0,3,268,108,0.5610594482397786
CATSPERB,0,3,268,108,0.5610594482397786
CATSPERG,1,2,269,107,1.0
CAT,2,1,270,106,0.19663040989578395
CAV1,5,6,265,103,0.30600141611145787
CBFA2T2,0,3,268,108,0.5610594482397786
CBFA2T3,2,1,270,106,0.19663040989578395
CBLB,3,2,269,105,0.14233564278051095
CBLL1,2,4,267,106,1.0
CBLN3,2,1,270,106,0.19663040989578395
CBLN4,3,0,271,105,0.02267989493900613
CBL,1,2,269,107,1.0
CBR1,1,2,269,107,1.0
CBWD6,0,3,268,108,0.5610594482397786
CBX1,3,2,269,105,0.14233564278051095
CBY1,2,1,270,106,0.19663040989578395
CC2D1A,2,2,269,106,0.3215416839339265
CC2D2A,3,0,271,105,0.02267989493900613
CC2D2B,4,3,268,104,0.10534307900551326
CCAR1,2,1,270,106,0.19663040989578395
CCAR2,3,1,270,105,0.07171913585768795
CCDC102A,2,1,270,106,0.19663040989578395
CCDC108,3,4,267,105,0.4116721863176548
CCDC116,0,4,267,108,0.5812942963706285
CCDC132,1,8,263,107,0.4553883621119452
CCDC140,1,2,269,107,1.0
CCDC141,1,2,269,107,1.0
CCDC144A,2,4,267,106,1.0
CCDC146,1,2,269,107,1.0
CCDC147,0,3,268,108,0.5610594482397786
CCDC148,1,1,270,107,0.4892574444026434
CCDC149,1,2,269,107,1.0
CCDC158,0,2,269,108,1.0
CCDC15,3,4,267,105,0.4116721863176548
CCDC160,3,0,271,105,0.02267989493900613
CCDC168,6,10,261,102,0.40665558654252687
CCDC170,0,3,268,108,0.5610594482397786
CCDC171,0,2,269,108,1.0
CCDC176,1,2,269,107,1.0
CCDC180,1,2,269,107,1.0
CCDC181,1,2,269,107,1.0
CCDC18,2,2,269,106,0.3215416839339265
CCDC19,0,3,268,108,0.5610594482397786
CCDC25,1,2,269,107,1.0
CCDC27,2,3,268,106,0.6259562380909157
CCDC28A,3,0,271,105,0.02267989493900613
CCDC39,0,2,269,108,1.0
CCDC50,1,2,269,107,1.0
CCDC62,1,4,267,107,1.0
CCDC66,0,2,269,108,1.0
CCDC67,0,2,269,108,1.0
CCDC68,0,2,269,108,1.0
CCDC6,0,5,266,108,0.3272795028353981
CCDC73,5,5,266,103,0.15599213315520732
CCDC80,3,4,267,105,0.4116721863176548
CCDC85A,3,4,267,105,0.4116721863176548
CCDC88C,0,3,268,108,0.5610594482397786
CCDC90B,7,4,267,101,0.0148302603129465
CCDC92,0,2,269,108,1.0
CCDC93,1,2,269,107,1.0
CCDC96,1,2,269,107,1.0
CCER1,0,6,265,108,0.18922155945846286
CCKBR,2,2,269,106,0.3215416839339265
CCL7,1,2,269,107,1.0
CCND1,7,2,269,101,0.0027705533373707097
CCND2,5,1,270,103,0.008120222982843388
CCNE1,1,2,269,107,1.0
CCNE2,4,2,269,104,0.05768394776160528
CCNK,1,2,269,107,1.0
CCNL1,0,2,269,108,1.0
CCNT2,0,3,268,108,0.5610594482397786
CCNYL1,1,3,268,107,1.0
CCR5,4,4,267,104,0.2317499857824026
CCRL2,1,6,265,107,0.6782738872366562
CCSAP,3,1,270,105,0.07171913585768795
CCT6B,1,2,269,107,1.0
CD163,1,2,269,107,1.0
CD180,2,6,265,106,1.0
CD19,1,2,269,107,1.0
CD1C,1,2,269,107,1.0
CD209,2,1,270,106,0.19663040989578395
CD2AP,4,0,271,104,0.006333481299458567
CD38,0,3,268,108,0.5610594482397786
CD3EAP,2,1,270,106,0.19663040989578395
CD3G,4,5,266,104,0.2816321515064024
CD47,5,0,271,103,0.0017564854803826875
CD4,2,2,269,106,0.3215416839339265
CD55,1,3,268,107,1.0
CD69,0,3,268,108,0.5610594482397786
CD74,0,2,269,108,1.0
CD79A,3,2,269,105,0.14233564278051095
CD82,0,3,268,108,0.5610594482397786
CD86,0,3,268,108,0.5610594482397786
CD93,18,9,262,90,2.1010383515001424e-05
CD96,0,2,269,108,1.0
CDC14B,3,1,270,105,0.07171913585768795
CDC20B,2,2,269,106,0.3215416839339265
CDC25A,6,0,271,102,0.00048373797989167646
CDC25C,3,0,271,105,0.02267989493900613
CDC42BPB,1,2,269,107,1.0
CDC42,0,2,269,108,1.0
CDC5L,0,3,268,108,0.5610594482397786
CDC73,0,2,269,108,1.0
CDC7,4,1,270,104,0.024641464575757496
CDCA7L,1,2,269,107,1.0
CDCP2,0,3,268,108,0.5610594482397786
CDH10,2,1,270,106,0.19663040989578395
CDH11,1,1,270,107,0.4892574444026434
CDH12,1,5,266,107,0.678962439645028
CDH15,1,1,270,107,0.4892574444026434
CDH19,0,5,266,108,0.3272795028353981
CDH1,1,2,269,107,1.0
CDH23,2,1,270,106,0.19663040989578395
CDH7,0,2,269,108,1.0
CDK10,0,3,268,108,0.5610594482397786
CDK11A,0,3,268,108,0.5610594482397786
CDK13,3,0,271,105,0.02267989493900613
CDK14,1,3,268,107,1.0
CDK5R1,2,1,270,106,0.19663040989578395
CDK5RAP1,1,1,270,107,0.4892574444026434
CDK5RAP2,1,2,269,107,1.0
CDK6,0,3,268,108,0.5610594482397786
CDK9,0,4,267,108,0.5812942963706285
CDKL2,0,2,269,108,1.0
CDKL4,2,1,270,106,0.19663040989578395
CDKN1B,1,2,269,107,1.0
CDKN1C,1,2,269,107,1.0
CDON,0,3,268,108,0.5610594482397786
CDR2L,3,0,271,105,0.02267989493900613
CDR2,1,2,269,107,1.0
CDS1,2,1,270,106,0.19663040989578395
CDV3,2,1,270,106,0.19663040989578395
CDX2,2,1,270,106,0.19663040989578395
CDX4,1,3,268,107,1.0
CEACAM18,0,3,268,108,0.5610594482397786
CEBPG,1,2,269,107,1.0
CEBPZ-AS1,3,2,269,105,0.14233564278051095
CECR1,0,2,269,108,1.0
CECR2,1,1,270,107,0.4892574444026434
CELF2,7,3,268,101,0.007053548403764879
CELF4,1,2,269,107,1.0
CELSR1,6,6,265,102,0.10862330135845251
CENPC,0,4,267,108,0.5812942963706285
CENPE,3,4,267,105,0.4116721863176548
CENPF,2,4,267,106,1.0
CENPH,2,1,270,106,0.19663040989578395
CENPJ,1,4,267,107,1.0
CENPP,1,3,268,107,1.0
CENPQ,2,1,270,106,0.19663040989578395
CEP112,0,2,269,108,1.0
CEP128,0,2,269,108,1.0
CEP135,1,5,266,107,0.678962439645028
CEP152,5,1,270,103,0.008120222982843388
CEP170,3,6,265,105,0.7183043252302252
CEP290,7,9,262,101,0.16870180933010764
CEP350,0,6,265,108,0.18922155945846286
CEP41,6,1,270,102,0.0025924724445127592
CEP44,0,3,268,108,0.5610594482397786
CEP70,0,3,268,108,0.5610594482397786
CEP76,5,6,265,103,0.30600141611145787
CEP78,0,2,269,108,1.0
CEP97,4,2,269,104,0.05768394776160528
CERKL,0,2,269,108,1.0
CERS2,5,4,267,103,0.12595822597585074
CERS3,1,1,270,107,0.4892574444026434
CES5A,2,1,270,106,0.19663040989578395
CETN1,1,1,270,107,0.4892574444026434
CETN3,0,3,268,108,0.5610594482397786
CFH,1,1,270,107,0.4892574444026434
CFP,5,3,268,103,0.04525670117381173
CGGBP1,0,2,269,108,1.0
CH17-132F21.1,2,2,269,106,0.3215416839339265
CHAT,1,2,269,107,1.0
CHCHD4,0,3,268,108,0.5610594482397786
CHD1,2,4,267,106,1.0
CHD2,6,2,269,102,0.007949338221575309
CHD3,10,8,263,98,0.014507393656106479
CHD4,7,23,248,101,0.6739160413504074
CHD6,1,2,269,107,1.0
CHD7,0,2,269,108,1.0
CHD8,0,6,265,108,0.18922155945846286
CHD9,3,4,267,105,0.4116721863176548
CHDH,0,2,269,108,1.0
CHEK2P2,2,7,264,106,1.0
CHERP,3,3,268,105,0.35852494949639074
CHGB,0,3,268,108,0.5610594482397786
CHI3L2,0,4,267,108,0.5812942963706285
CHL1,2,9,262,106,0.7353674119538136
CHMP1B,2,1,270,106,0.19663040989578395
CHM,4,0,271,104,0.006333481299458567
CHORDC1,1,2,269,107,1.0
CHRDL1,3,0,271,105,0.02267989493900613
CHRM3,3,2,269,105,0.14233564278051095
CHRM4,3,0,271,105,0.02267989493900613
CHRNA4,1,2,269,107,1.0
CHRNE,0,3,268,108,0.5610594482397786
CHST10,3,2,269,105,0.14233564278051095
CHST15,2,3,268,106,0.6259562380909157
CHST4,1,5,266,107,0.678962439645028
CIITA,1,4,267,107,1.0
CITED1,2,5,266,106,1.0
CITED2,1,2,269,107,1.0
CIT,7,3,268,101,0.007053548403764879
CKAP4,1,2,269,107,1.0
CKM,1,1,270,107,0.4892574444026434
CLASP1,10,8,263,98,0.014507393656106479
CLCA1,0,2,269,108,1.0
CLCA2,0,3,268,108,0.5610594482397786
CLCA4,1,2,269,107,1.0
CLCN1,2,2,269,106,0.3215416839339265
CLCN2,2,3,268,106,0.6259562380909157
CLCN3,2,0,271,106,0.08066339992462164
CLCN4,3,0,271,105,0.02267989493900613
CLCN5,5,3,268,103,0.04525670117381173
CLDN18,0,2,269,108,1.0
CLDN22,1,2,269,107,1.0
CLDN2,2,1,270,106,0.19663040989578395
CLEC14A,0,3,268,108,0.5610594482397786
CLEC9A,0,2,269,108,1.0
CLIC2,0,3,268,108,0.5610594482397786
CLINT1,2,3,268,106,0.6259562380909157
CLRN1,3,0,271,105,0.02267989493900613
CLSTN3,3,0,271,105,0.02267989493900613
CLTB,1,2,269,107,1.0
CLTC,0,3,268,108,0.5610594482397786
CLUAP1,1,1,270,107,0.4892574444026434
CLU,2,1,270,106,0.19663040989578395
CLVS1,11,3,268,97,0.00010920078459459163
CLVS2,1,4,267,107,1.0
CMAHP,3,2,269,105,0.14233564278051095
CMAS,1,4,267,107,1.0
CMC1,1,1,270,107,0.4892574444026434
CMIP,4,2,269,104,0.05768394776160528
CMKLR1,0,3,268,108,0.5610594482397786
CMPK1,3,1,270,105,0.07171913585768795
CMTM5,4,4,267,104,0.2317499857824026
CMTM8,2,1,270,106,0.19663040989578395
CMTR2,1,2,269,107,1.0
CMYA5,1,5,266,107,0.678962439645028
CNBD1,1,2,269,107,1.0
CNGA1,1,2,269,107,1.0
CNGB1,2,3,268,106,0.6259562380909157
CNKSR1,0,3,268,108,0.5610594482397786
CNNM1,8,3,268,100,0.0026097130270969194
CNNM4,8,2,269,100,0.0009349840232013532
CNOT11,3,1,270,105,0.07171913585768795
CNOT1,0,5,266,108,0.3272795028353981
CNOT2,3,0,271,105,0.02267989493900613
CNOT3,0,2,269,108,1.0
CNOT6L,2,4,267,106,1.0
CNOT7,3,0,271,105,0.02267989493900613
CNOT8,1,1,270,107,0.4892574444026434
CNPPD1,2,1,270,106,0.19663040989578395
CNPY1,0,2,269,108,1.0
CNR1,3,0,271,105,0.02267989493900613
CNTFR,0,2,269,108,1.0
CNTLN,9,3,268,99,0.0009327085761855615
CNTN1,4,8,263,104,0.7478319903762891
CNTN4,6,6,265,102,0.10862330135845251
CNTN6,3,12,259,105,0.56999914593479
CNTNAP1,7,7,264,101,0.07770949006959992
CNTNAP2,2,7,264,106,1.0
CNTNAP4,2,12,259,106,0.3660531545694633
CNTNAP5,0,2,269,108,1.0
CNTRL,2,1,270,106,0.19663040989578395
COBLL1,7,3,268,101,0.007053548403764879
COG6,0,2,269,108,1.0
COIL,3,1,270,105,0.07171913585768795
COL10A1,1,2,269,107,1.0
COL11A1,3,0,271,105,0.02267989493900613
COL11A2,3,0,271,105,0.02267989493900613
COL14A1,1,6,265,107,0.6782738872366562
COL15A1,3,3,268,105,0.35852494949639074
COL17A1,0,4,267,108,0.5812942963706285
COL18A1-AS1,0,3,268,108,0.5610594482397786
COL18A1,2,1,270,106,0.19663040989578395
COL19A1,5,0,271,103,0.0017564854803826875
COL1A2,2,1,270,106,0.19663040989578395
COL20A1,1,3,268,107,1.0
COL21A1,2,2,269,106,0.3215416839339265
COL25A1,2,1,270,106,0.19663040989578395
COL27A1,2,0,271,106,0.08066339992462164
COL3A1,2,1,270,106,0.19663040989578395
COL4A1,1,3,268,107,1.0
COL4A2,1,4,267,107,1.0
COL4A3BP,0,3,268,108,0.5610594482397786
COL4A3,1,1,270,107,0.4892574444026434
COL4A5,4,1,270,104,0.024641464575757496
COL5A2,2,1,270,106,0.19663040989578395
COL6A3,4,6,265,104,0.4797512312811443
COL6A5,1,6,265,107,0.6782738872366562
COL6A6,1,2,269,107,1.0
COL7A1,7,2,269,101,0.0027705533373707097
COL9A1,1,3,268,107,1.0
COLGALT2,8,2,269,100,0.0009349840232013532
COLQ,1,2,269,107,1.0
COMMD1,0,3,268,108,0.5610594482397786
COPB1,1,4,267,107,1.0
COPS2,1,2,269,107,1.0
COQ3,1,2,269,107,1.0
CORO1C,0,3,268,108,0.5610594482397786
CORO2A,1,2,269,107,1.0
COX18,3,0,271,105,0.02267989493900613
COX5B,1,2,269,107,1.0
COX7A2L,4,3,268,104,0.10534307900551326
CPA5,1,2,269,107,1.0
CPA6,1,4,267,107,1.0
CPB2,0,3,268,108,0.5610594482397786
CPD,0,2,269,108,1.0
CPEB2,12,8,263,96,0.003486253483700282
CPEB3,3,0,271,105,0.02267989493900613
CPLX4,0,3,268,108,0.5610594482397786
CPNE8,1,2,269,107,1.0
CPOX,0,2,269,108,1.0
CPO,0,3,268,108,0.5610594482397786
CPQ,1,1,270,107,0.4892574444026434
CPS1,1,2,269,107,1.0
CPSF2,1,5,266,107,0.678962439645028
CPSF6,1,2,269,107,1.0
CPXCR1,0,3,268,108,0.5610594482397786
CPXM1,0,3,268,108,0.5610594482397786
CPXM2,1,2,269,107,1.0
CP,5,5,266,103,0.15599213315520732
CR1,0,5,266,108,0.3272795028353981
CR2,1,6,265,107,0.6782738872366562
CRADD,1,2,269,107,1.0
CRB1,1,2,269,107,1.0
CREB5,0,3,268,108,0.5610594482397786
CREBL2,1,3,268,107,1.0
CREBRF,7,8,263,101,0.14261994900584074
CREBZF,2,4,267,106,1.0
CRELD2,3,4,267,105,0.4116721863176548
CRHR1,6,5,266,102,0.08316240260048864
CRHR2,0,3,268,108,0.5610594482397786
CRIM1,2,5,266,106,1.0
CRISP1,0,2,269,108,1.0
CRISP2,0,2,269,108,1.0
CRNN,0,2,269,108,1.0
CROCC,3,5,266,105,0.6932647096952717
CRTC1,2,1,270,106,0.19663040989578395
CRYBB1,0,3,268,108,0.5610594482397786
CRYBG3,0,2,269,108,1.0
CRYL1,2,1,270,106,0.19663040989578395
CRYZ,0,2,269,108,1.0
CSDE1,0,5,266,108,0.3272795028353981
CSE1L,1,2,269,107,1.0
CSF2RA,0,3,268,108,0.5610594482397786
CSF2RB,0,4,267,108,0.5812942963706285
CSGALNACT2,0,2,269,108,1.0
CSMD1,1,5,266,107,0.678962439645028
CSMD2,2,3,268,106,0.6259562380909157
CSMD3,13,13,258,95,0.02193388607137981
CSNK1A1L,3,3,268,105,0.35852494949639074
CSNK1A1P1,1,3,268,107,1.0
CSNK1A1,8,2,269,100,0.0009349840232013532
CSNK1E,1,2,269,107,1.0
CSNK1G1,14,7,264,94,0.00020757094498485983
CSNK2A1,4,2,269,104,0.05768394776160528
CSPP1,2,1,270,106,0.19663040989578395
CSRP2BP,0,3,268,108,0.5610594482397786
CST2,0,3,268,108,0.5610594482397786
CSTL1,2,1,270,106,0.19663040989578395
CT45A1,2,1,270,106,0.19663040989578395
CTAGE1,1,1,270,107,0.4892574444026434
CTAGE6,0,6,265,108,0.18922155945846286
CTBS,2,1,270,106,0.19663040989578395
CTCFL,1,1,270,107,0.4892574444026434
CTCF,17,17,254,91,0.0052719687458227
CTD-2090I13.1,2,1,270,106,0.19663040989578395
CTD-2139B15.2,4,0,271,104,0.006333481299458567
CTD-2162K18.4,1,2,269,107,1.0
CTD-2206N4.2,0,2,269,108,1.0
CTD-2324F15.2,0,3,268,108,0.5610594482397786
CTD-3105H18.14,1,5,266,107,0.678962439645028
CTDP1,0,2,269,108,1.0
CTDSP1,1,2,269,107,1.0
CTDSPL2,3,3,268,105,0.35852494949639074
CTNNA2,16,10,261,92,0.0003903522087688915
CTNNAL1,3,0,271,105,0.02267989493900613
CTNNB1,25,34,237,83,0.012321558626541367
CTNND1,1,2,269,107,1.0
CTNND2,2,3,268,106,0.6259562380909157
CTPS2,0,3,268,108,0.5610594482397786
CTR9,0,5,266,108,0.3272795028353981
CTSD,2,1,270,106,0.19663040989578395
CTSS,1,2,269,107,1.0
CTTNBP2NL,1,2,269,107,1.0
CTTNBP2,1,1,270,107,0.4892574444026434
CTU2,2,1,270,106,0.19663040989578395
CUBN,1,1,270,107,0.4892574444026434
CUL1,2,7,264,106,1.0
CUL4B,1,5,266,107,0.678962439645028
CUX1,3,7,264,105,1.0
CWC27,1,2,269,107,1.0
CWF19L2,4,0,271,104,0.006333481299458567
CXCL10,1,2,269,107,1.0
CXCL13,1,4,267,107,1.0
CXCL5,8,3,268,100,0.0026097130270969194
CXCR4,2,3,268,106,0.6259562380909157
CXCR6,1,2,269,107,1.0
CXorf21,2,5,266,106,1.0
CXorf22,1,3,268,107,1.0
CXorf23,0,6,265,108,0.18922155945846286
CXorf30,3,4,267,105,0.4116721863176548
CXorf57,1,5,266,107,0.678962439645028
CYB5R4,2,6,265,106,1.0
CYBB,1,4,267,107,1.0
CYCS,2,1,270,106,0.19663040989578395
CYFIP1,2,1,270,106,0.19663040989578395
CYFIP2,0,5,266,108,0.3272795028353981
CYGB,1,2,269,107,1.0
CYHR1,3,1,270,105,0.07171913585768795
CYLC1,0,2,269,108,1.0
CYLC2,1,1,270,107,0.4892574444026434
CYP1A1,0,3,268,108,0.5610594482397786
CYP1A2,0,3,268,108,0.5610594482397786
CYP27C1,2,2,269,106,0.3215416839339265
CYP2A13,0,5,266,108,0.3272795028353981
CYP2B6,2,1,270,106,0.19663040989578395
CYP2B7P,0,3,268,108,0.5610594482397786
CYP2C19,0,2,269,108,1.0
CYP2C8,0,2,269,108,1.0
CYP2F1,2,2,269,106,0.3215416839339265
CYP2W1,1,2,269,107,1.0
CYP4A11,0,3,268,108,0.5610594482397786
CYP4F35P,2,3,268,106,0.6259562380909157
CYP4F3,1,1,270,107,0.4892574444026434
CYP4F8,0,3,268,108,0.5610594482397786
CYP51A1,1,4,267,107,1.0
CYP7A1,1,2,269,107,1.0
CYP7B1,0,3,268,108,0.5610594482397786
CYSLTR1,0,2,269,108,1.0
CYTH1,5,0,271,103,0.0017564854803826875
CYTH3,0,3,268,108,0.5610594482397786
CYTH4,0,3,268,108,0.5610594482397786
DAAM1,3,3,268,105,0.35852494949639074
DACH2,0,3,268,108,0.5610594482397786
DAPK1,0,3,268,108,0.5610594482397786
DAPP1,2,1,270,106,0.19663040989578395
DARS2,0,3,268,108,0.5610594482397786
DAZAP1,15,6,265,93,3.308471292163857e-05
DBF4B,1,2,269,107,1.0
DBI,1,2,269,107,1.0
DBX1,2,2,269,106,0.3215416839339265
DCAF16,1,1,270,107,0.4892574444026434
DCAF4L1,0,3,268,108,0.5610594482397786
DCAF4L2,1,1,270,107,0.4892574444026434
DCAF5,3,3,268,105,0.35852494949639074
DCAF6,4,2,269,104,0.05768394776160528
DCAF8L1,3,4,267,105,0.4116721863176548
DCAF8L2,3,7,264,105,1.0
DCBLD1,1,2,269,107,1.0
DCBLD2,5,1,270,103,0.008120222982843388
DCC,1,5,266,107,0.678962439645028
DCDC2,1,2,269,107,1.0
DCHS1,1,5,266,107,0.678962439645028
DCHS2,4,3,268,104,0.10534307900551326
DCLK1,1,2,269,107,1.0
DCLK2,1,2,269,107,1.0
DCLK3,0,3,268,108,0.5610594482397786
DCLRE1A,1,4,267,107,1.0
DCN,0,2,269,108,1.0
DCP1A,3,3,268,105,0.35852494949639074
DCST1,1,2,269,107,1.0
DCTN1,1,1,270,107,0.4892574444026434
DCT,2,4,267,106,1.0
DCUN1D1,6,5,266,102,0.08316240260048864
DCUN1D4,0,4,267,108,0.5812942963706285
DCX,4,2,269,104,0.05768394776160528
DDC8,2,0,271,106,0.08066339992462164
DDC,2,1,270,106,0.19663040989578395
DDHD1,13,4,267,95,3.74011640855372e-05
DDN,1,1,270,107,0.4892574444026434
DDOST,1,2,269,107,1.0
DDO,0,2,269,108,1.0
DDR2,0,3,268,108,0.5610594482397786
DDX10,2,4,267,106,1.0
DDX17,11,3,268,97,0.00010920078459459163
DDX18,7,3,268,101,0.007053548403764879
DDX20,1,2,269,107,1.0
DDX24,0,2,269,108,1.0
DDX25,3,3,268,105,0.35852494949639074
DDX26B,2,4,267,106,1.0
DDX27,6,2,269,102,0.007949338221575309
DDX3X,7,1,270,101,0.0008068505188256991
DDX4,0,2,269,108,1.0
DDX50,0,6,265,108,0.18922155945846286
DDX59,1,3,268,107,1.0
DDX60L,1,3,268,107,1.0
DDX60,1,1,270,107,0.4892574444026434
DDX6,4,2,269,104,0.05768394776160528
DEDD,4,1,270,104,0.024641464575757496
DEFB119,1,2,269,107,1.0
DEFB129,0,3,268,108,0.5610594482397786
DENND1B,0,2,269,108,1.0
DENND1C,6,0,271,102,0.00048373797989167646
DENND2C,1,5,266,107,0.678962439645028
DENND3,0,2,269,108,1.0
DENND4A,1,1,270,107,0.4892574444026434
DENND4B,5,1,270,103,0.008120222982843388
DENND4C,3,5,266,105,0.6932647096952717
DENND6A,7,2,269,101,0.0027705533373707097
DEPDC1B,1,4,267,107,1.0
DEPDC1,2,3,268,106,0.6259562380909157
DEPDC5,0,3,268,108,0.5610594482397786
DESI2,1,3,268,107,1.0
DES,0,2,269,108,1.0
DET1,3,0,271,105,0.02267989493900613
DFNB31,0,3,268,108,0.5610594482397786
DGAT2,1,1,270,107,0.4892574444026434
DGCR5,1,2,269,107,1.0
DGCR9,3,0,271,105,0.02267989493900613
DGKH,2,1,270,106,0.19663040989578395
DGKI,0,5,266,108,0.3272795028353981
DGKZ,4,0,271,104,0.006333481299458567
DHCR7,0,2,269,108,1.0
DHDDS,1,3,268,107,1.0
DHRS7C,0,2,269,108,1.0
DHX16,3,2,269,105,0.14233564278051095
DHX34,5,2,269,103,0.02193959932865965
DHX35,1,2,269,107,1.0
DHX36,2,1,270,106,0.19663040989578395
DHX9,0,2,269,108,1.0
DIAPH1,9,11,260,99,0.1241490676911384
DIAPH2,1,8,263,107,0.4553883621119452
DIAPH3,0,6,265,108,0.18922155945846286
DICER1,0,3,268,108,0.5610594482397786
DIDO1,1,7,264,107,0.4487989896028073
DIO2,2,1,270,106,0.19663040989578395
DIP2A,1,2,269,107,1.0
DIS3L,0,2,269,108,1.0
DIS3,1,2,269,107,1.0
DISP1,3,4,267,105,0.4116721863176548
DIXDC1,1,5,266,107,0.678962439645028
DLEU2L,0,3,268,108,0.5610594482397786
DLG1,1,3,268,107,1.0
DLG2,0,2,269,108,1.0
DLG3,9,7,264,99,0.0203210874177357
DLG4,5,1,270,103,0.008120222982843388
DLGAP2,3,7,264,105,1.0
DLGAP4,8,9,262,100,0.0997047957345559
DLX3,2,1,270,106,0.19663040989578395
DLX5,3,0,271,105,0.02267989493900613
DLX6,2,2,269,106,0.3215416839339265
DMD,3,12,259,105,0.56999914593479
DMTN,10,7,264,98,0.010183640299227916
DMXL1,1,1,270,107,0.4892574444026434
DMXL2,2,2,269,106,0.3215416839339265
DNAAF3,2,1,270,106,0.19663040989578395
DNAH10,1,4,267,107,1.0
DNAH11,5,9,262,103,0.5526081452063355
DNAH12,1,8,263,107,0.4553883621119452
DNAH14,2,6,265,106,1.0
DNAH17,0,3,268,108,0.5610594482397786
DNAH1,3,3,268,105,0.35852494949639074
DNAH2,3,2,269,105,0.14233564278051095
DNAH3,1,5,266,107,0.678962439645028
DNAH5,2,4,267,106,1.0
DNAH6,1,3,268,107,1.0
DNAH7,10,7,264,98,0.010183640299227916
DNAH8,3,14,257,105,0.4153937798616454
DNAI2,2,1,270,106,0.19663040989578395
DNAJA4,2,1,270,106,0.19663040989578395
DNAJB14,0,2,269,108,1.0
DNAJB5,2,7,264,106,1.0
DNAJB6,1,3,268,107,1.0
DNAJC10,1,1,270,107,0.4892574444026434
DNAJC11,1,2,269,107,1.0
DNAJC13,2,2,269,106,0.3215416839339265
DNAJC14,6,3,268,102,0.018306907989979544
DNAJC24,0,3,268,108,0.5610594482397786
DNAJC25,2,1,270,106,0.19663040989578395
DNAJC7,4,0,271,104,0.006333481299458567
DNER,3,2,269,105,0.14233564278051095
DNHD1,0,6,265,108,0.18922155945846286
DNM3,3,4,267,105,0.4116721863176548
DNMT3A,3,6,265,105,0.7183043252302252
DNMT3B,0,3,268,108,0.5610594482397786
DOC2B,3,0,271,105,0.02267989493900613
